,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Flush Type,Warranty,Hazardous,Depth (mm),Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Material,Fittings Included,Supplier Product Code,Type,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 3,Range,Feature 7,Feature 8,Attachment 4,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Material Type,Pack Quantity,Sector
51,PD44937,Roca The Gap cistern White,Roca,167.65,"The close coupled Roca The Gap toilet cistern is highly economical, saving water with every flush. This smart cistern flushes from an efficient distributor at the back of the toilet, providing push button-operated 4/2L flushing.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Roca The Gap cistern White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/37/NW-D44937_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_A34173C000_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A34173C000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PB90100,Thomas Dudley Slimline side supply overflow high/low pressue low level cistern 6/9ltr White,Thomas Dudley,77.89,"The versatile Thomas Dudley Slimline toilet cistern is equally suitable for use in the home as for local authority and commercial use. Built in a high impact plastic, this 6 - 9L dual flush, side inlet cistern has a compact profile for use in bathrooms where space is at a premium.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Thomas Dudley Slimline side supply overflow high/low pressue low level cistern 6/9ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/00/NW-B90100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Thomas Dudley_B90100_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Thomas Dudley_B90100_User Guide.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_LightDutyCisterns_Brochure.pdf,,,,,,,,,,,,,,,
53,PU94990,Geberit Duofix frame WC and sigma C/cistern 12cm,Geberit,366.4,"Supplied complete with fixtures and fittings, the Geberit 1120mm Sigma Duofix frame and concealed cistern is suitable for use in dry wall part-height or room-height pre-wall installations and with wall hung toilet pans with projections of up to 620mm. Manufactured using tried and tested materials, every blow-mould Sigma cistern is leak-tested, giving you peace of mind on fitting. Equipped for installations requiring electrical connections, the Sigma Duofix is compatible with touchless flush plates, shower toilets and air purification devices, any of which can be retrofitted with ease.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Geberit Duofix frame WC and sigma C/cistern 12cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/U94990_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/U94990_Tech_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PA67224,Ideal Standard Connect Air cistern bi cube 6/4 s/wrp White,Ideal Standard,213.75,"The Ideal Concept Air low level slimline cistern offers a push button 6/4L dual flush with Aquablade flushing technology. Made in tough vitreous china, this cistern is part of an extensive matching bathroom range.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard Connect Air cistern bi cube 6/4 s/wrp White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/25/NW-A67224_A67225_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E080401_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_Concept_Air_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PD44947,Roca Debba close coupled cistern with push button White,Roca,145.51,"The Roca Debba moulded close coupled cistern features an eco-friendly 3/4.5L dual flush. With its clean, contemporary look, this toilet cistern has been designed to complement the wider Debba range.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Roca Debba close coupled cistern with push button White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/47/NW-D44947_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_TheGap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_34199C00F_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PB98080,"Thomas Dudley Vantage dual flush concealed cistern with side inlet, flushbend, poly-jacket, no button",Thomas Dudley,133.47,"Offering fast and stress-free installation, this Thomas Dudley Vantage concealed dual flush toilet cistern is supplied factory assembled and incorporates a push-fit flush bend and inlet elbow. With the option to install the push button up to 750mm away, this cistern is designed for flexibility.","Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Thomas Dudley Vantage dual flush concealed cistern with side inlet, flushbend, poly-jacket, no button",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/80/B98080_wm.jpg,,,White,Dual Flush,3 Years,N,125,Internal,No,Side,Button,Polyethylene,Yes,PVAWHS320433,Cistern,N,,"Supplied factory assembled for quick, easy installation",WRAS approved Dudley Niagara flushing valve,WRAS approved Dudley Hydroflo quiet inlet valve,Push-fit water inlet elbow,Push-fit flush bend,Integral isolating valve,,Vantage,"Air tubes enable button, plate or sensor to be installed up to 750mm away from cistern",Front and top access panels,,Unique cistern fixing brackets,No need to cut access holes into vanity tops,Side inlet,Cistern body in high density polyethylene,Internal overflow warning,Internal parts comply with the Regulator's Specification,White polyethylene,1 year warranty,,,
57,PB61746,Nabis Vector 2 push button cistern cc pan,Nabis,74.8,"Operated with a simple push-button, the Nabis Vector close-coupled cistern and pan offers a 4/6L dual flush to help you save on water waste.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Nabis Vector 2 push button cistern cc pan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/46/B61746_wm.jpg,,,White,Dual Flush,5 Years,N,142,N/A,No,Left,Button,Ceramic,Yes,C6602,Cistern,N,6 l,Ceramic construction,White finish,Push-button operation,4/6L dual flush,Close-coupled installation,Left hand inlet,,Vector 2,5 year warranty,,,,,,,,,,,,,
58,PB98792,Thomas Dudley Oyster dual flush pneumatic plate Chrome Plated,Thomas Dudley,52.78,"Designed for use with concealed cisterns, the Thomas Dudley Oyster dual flush plate is suitable for concealed installation in built-in furniture, tiles, partitioning and walls.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Thomas Dudley Oyster dual flush pneumatic plate Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/92/NW-B98792_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PB61023,Center CB Lever operated cistern in gloss white,Center,78.05,"Operated with a simple lever, this Center CB white ceramic toilet cistern offers a single 6L flush.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Center CB Lever operated cistern in gloss white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/23/NW-B61023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Center_CB_B61023_Line_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/BMA-Defra-WCo_Voluntary Agreement.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PU94993,Geberit duofix elem WC+omega C/cist 12 cm,Geberit,372.3,"A robust and highly flexible design, the Geberit Duofix frame and 120mm Omega concealed cistern is the ideal choice for bathroom installations you can rely on. Not only are all aspects of this design tried and tested but it offers tool-free maintenance using parts that are always easy to get hold of, even years after installation. Reducing cleaning requirements and bacteria and dirt traps, this quiet concealed cistern solution is compatible with a wide range of flush plates, making it easy to find a solution that suits your interior while a dual flush with volume adjustment helps you to save water. Individually tested to ensure water tightness, the blow-moulded Omega cistern is capable of withstanding up to 400kg when combined with a Geberit wall-hung toilet pan.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Geberit duofix elem WC+omega C/cist 12 cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/93/U94993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/U94993_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/U94993_Tech_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PB61083,Nabis Pride push button ag cistern  6/3ltr,Nabis,72.87,This Nabis Pride vitreous china cistern has 6/3L dual flush capacity with push-button operation.,Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Nabis Pride push button ag cistern  6/3ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/83/B61083_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B61083_Nabis_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT02630,Ideal Standard Tesi close coupled cistern with dual flush valve 6/4ltr,Ideal Standard,117.76,"Made of a tough vitreous china with a neat white finish, the Ideal Standard Tesi toilet cistern has a 6/4L dual flush valve for push button operation and convenient bottom inlet.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard Tesi close coupled cistern with dual flush valve 6/4ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/30/NW-T02629_T02630_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Tesi_CC_Toilet_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PB88501,Armitage Shanks Regal low level cistern with side-inlet 6L,Armitage Shanks,122.99,"Slimline and lightweight, the Armitage Shanks Regal high level cistern offers ease of installation thanks to its pre-fitted components. A modern design, this single pull chain flush cistern has a bottom inlet and internal overflow.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Armitage Shanks Regal low level cistern with side-inlet 6L,,Cistern and fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/01/B88501_wm.jpg,,,White,Lever,5 Years,N,155,Internal,No,bottom,Pull Chain,Plastic,Yes,S115901,Cistern,N,,Modern design,Plastic construction,White finish,6L capacity,Pull chain operated,High level installation,,Regal,5 year warranty,,,,,,,,,,,,,
64,PD81429,Ideal Standard iLife A and S closed couple compact cistern 6/4ltr,Ideal Standard,146.53,"This Ideal Standard i.Life A and S close-coupled cistern is part of the smart, modern i.Life collection, making creating a complete, stylish bathroom suite simple. It has a water-saving 6/4L dual flush operated via a simple push button. Manufactured in robust vitreous china, the designer i.Life cistern is finished in a classic white.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard iLife A and S closed couple compact cistern 6/4ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/29/D81429_wm.jpg,,,White/Gloss,Dual Flush,12 Months,N,150,Internal Overflow,N/A,Bottom Supply,Push Button,Vitreous China,Yes,E249101,Close Coupled Compact Cistern,N,6 l,Designed by Palomba Serafini Associati,"Push button, dual flush cistern",6/4L capacity,With bottom supply,Vitreous china construction,12 month warranty,,iLIFE,,,,,,,,,,,,,,
65,PP07586,Geberit Selnova Close coupled cistern push button BSIO,Geberit,112.77,"Suitable for close-coupled WCs, the Geberit Selnova cistern's classic, simple and discreet design is made of a robust white vitreous china to blend seamlessly with most bathroom suites.  This cistern has a dual flush operated with a simple push-button capable  of a flush range volume of 2.6 to 6 litres, saving you water. Combine with Geberit Selnova CC Pan & Seat.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Geberit Selnova Close coupled cistern push button BSIO,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/P07586_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/P07586_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Geberit_501047006_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Select_Series_Brochure.pdf,,,,,,,,,,,,,,,
66,PB98794,Thomas Dudley Miniflo side inlet cistern comes with dual flush chrome plated button 6/4/2.6ltr,Thomas Dudley,107.75,"An installer-friendly choice, this Thomas Dudley Miniflo concealed cistern with side inlet and outlet is factory assembled with a true push-fit flush bend and one piece hanging bracket for fast fitting. Fitting neatly into 150mm ducts and suitable for installation behind tiles along with a removable or hinged vanity top and behind partitions, this concealable cistern is highly adaptable to suit any bathroom.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Thomas Dudley Miniflo side inlet cistern comes with dual flush chrome plated button 6/4/2.6ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/94/NW-B98794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Thomas_Dudley_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PC39747,Thomas Dudley Torrent bottom inlet cistern,Thomas Dudley,90.06,"Suitable for most installations, this Thomas Dudley Torrent bottom inlet WC cistern is supplied with a cable flush valve. Designed for concealed installation, this cistern offers a 6L single flush.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Thomas Dudley Torrent bottom inlet cistern,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/47/C39747_wm.jpg,,,White,Button,3 Years,N,150,Internal,N/A,bottom,Cable Flush Valve,HIPS,Yes,PTOZZB320508,Concealed Cistern,N,6 l,HIPS construction,White finish,"With 2"" outlet","Includes 1/2"" water inlet supply",Offers 6L capacity,For concealed installation,,Torrent,3 year warranty,,,,,,,,,,,,,
68,PD04658,Ideal Standard Tempo Close coupled dual flush cistern 6/4ltr white,Ideal Standard,98.1,"Offering a 6/4L push button operated dual flush, the Ideal Standard Tempo bottom inlet close-coupled cistern is made of a robust vitreous china with a smart white gloss finish.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard Tempo Close coupled dual flush cistern 6/4ltr white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/58/NW-D04658_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_T327601_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PB79700,"Masefield Epson bottom outlet cistern overflow 3/4""",Masefield,1.55,"This Masefield 3/4"" cistern overflow with bottom outlet is designed for cisterns with no integral overflow.","Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Masefield Epson bottom outlet cistern overflow 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/00/NW-B79700_wm.jpg,,,,,,N,19,,,,,Polypropylene,,PTOCIS367308,Overflow Pipe,N,,High quality polypropylene,Creates integral overflow in cisterns,"19mm (3/4"") vertical",,,,,Epson,,,,,,,,,,,,Polypropylene,,
70,PD13267,Roca Colina comfort high cistern White,Roca,121.47,This Roca Colina comfort height toilet cistern with 4.5/3L push button flush is designed for installation with the Roca Colina 460mm close coupled moulded comfort height back-to-wall toilet pan.,Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Roca Colina comfort high cistern White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/68/NW-D13266_D13268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_TheGap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PD64538,"Ideal Standard Sandringham 21 smooth close coupled dual flush valve, bottom supply and internal overflow 4/2.6 ltr",Ideal Standard,85.17,"Made of a robust vitreous china, the Ideal Standard Sandringham 21 bottom inlet close-coupled cistern has a button operated 4/2.6L dual flush. This cistern is part of the broad Sandringham 21 range, making it easy to create a seamless bathroom finish.","Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard Sandringham 21 smooth close coupled dual flush valve, bottom supply and internal overflow 4/2.6 ltr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/38/D64538_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E899901_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PB91612,Thomas Dudley Dudley D Auto auto cistern 6-9ltr White,Thomas Dudley,71.43,"Ideal for commercial urinals, the plastic Thomas Dudley D Auto 9L automatic cistern provides easy, flexible installation in a range of settings. Easy to screw directly into most materials, this installer-friendly cistern is made of high impact polystyrene for long lasting use.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Thomas Dudley Dudley D Auto auto cistern 6-9ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/12/B91612_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TDudley_AutomaticCisterns_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PN66489,Ideal Standard iLife cistern BI 4/2.6 UKP White,Ideal Standard,115.94,"A simple design for modern interiors, this Ideal Standard i.Life cistern has been created for reduced water waste, offering a 4/2.6L dual flush. This smart vitreous china cistern forms part of the wider i.Life range, allowing you to create a harmonious bathroom suite with ease.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard iLife cistern BI 4/2.6 UKP White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/89/N66489_wm.jpg,,,White,Push Button,Lifetime,N,165,Internal,Yes,bottom,Valve,Vitreous China,Yes,E247801,Close Coupled Cistern,N,4 l,Designed by Palomba Serafini Associati,Offers water saving dual 4/2.6L flush,Push-button operation,Vitreous china construction,White finish,Close-coupled design,,iLIFE,Bottom inlet,Lifetime warranty,,,,,,,,,,,,
74,PC21358,ARC/SPHERE E786001 C/C BSIO CISTERN 6/4L,Ideal Standard,168.19,"Sleekly designed and highly durable, the Ideal Concept Arc in-wall cistern is suitable for commercial use, offering a push button 4/6L dual flush for convenience.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> ARC/SPHERE E786001 C/C BSIO CISTERN 6/4L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/58/NW-C21358_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Concept_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E786001_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PB55240,Grohe Rapid SL flush plate and bracket 0.82m,Grohe,366.72,"The Grohe Rapid SL 3-in-1 installation set for wall-hung toilets makes fitting straightforward with the toolless QuickFix system, allowing connection of the hose, inspection shaft and water supply with ease. The steel frame is certified to hold loads of over 400kg for reliable stability and can be quickly installed in front of a solid wall or into a stud wall. Featuring a 3/6L dual flush with EcoJoy technology, this cistern kit reduces water consumption by up to 50% with no loss of flushing power and operates quietly thanks to the Whisper low-noise fittings and separate plumbing.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Grohe Rapid SL flush plate and bracket 0.82m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/40/NW-B55240_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_38773000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_WC_Element_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PJ92386,Ideal Standard Conceala 1 cistern 9L auto,Ideal Standard,145.24,"A simple design to suit most bathrooms, the Conceala urinal cistern is finished in classic white. This cistern has an automatic hands-free flush, ensuring that the bowl is adequately cleaned after every use.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard Conceala 1 cistern 9L auto,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/86/J92386_wm.jpg,,,White,contactless,5 Years,N,145,N/A,Yes,top,N/A,Plastic,No,S115667,urinal cistern,N,9 l,Plastic construction,White finish,Touch-free flush,9L flush capacity,Top inlet,5 year warranty,,,,,,,,,,,,,,,,
77,PT74818,RAK Ceramics Resort close coupled cistern for mini and maxi pans,RAK Ceramics,93.28,"The RAK Ceramics Resort close-coupled cistern is compatible with mini and maxi WC pans. Attractively designed for modern bathrooms, this simple cistern is finished in clean white and has a button flush. It is part of the wider Resort range, making choosing matching bathroom furniture and fittings easier.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> RAK Ceramics Resort close coupled cistern for mini and maxi pans,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/18/T74818_wm.jpg,,,,,,N,,,,,,,,RSTCIST,,N,,With button flush,Ceramic construction,White colour,Modern design,Compatible with mini and maxi pans,25 year warranty,,Resort,,,,,,,,,,,,,1,
