,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Connection,Connection Size,Hazardous,Material,Thread Size,Working Pressure,Maximum Operating Temperature,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Range,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 4,Attachment 5,Attachment 6
24,P469742,"Goldseal Goldseal 25mm  1"" 24V DC Water Solenoid Valve.  WRAS Approved",Goldseal,108.58,"WRAS approved, this high quality, normally closed Goldseal 25mm 1"" 24V DC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Goldseal 25mm  1"" 24V DC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,125 mm,N,Brass,125mm,0.5-16 Bar,120,GSW25-24VDC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
25,P469731,"Goldseal GSVCPI20-25 cpi switch, Closed position indicator switch for 20mm-25mm Goldseal Gas Solenoid valve",Goldseal,67.0,"This Goldseal closed position indicator switch, or CPI switch, is designed for use with the 20 -25mm Goldseal gas solenoid valve.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal GSVCPI20-25 cpi switch, Closed position indicator switch for 20mm-25mm Goldseal Gas Solenoid valve",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/34/469730_469734_wm.jpg,,,,BSP,¼ BSP,N,Stainless Steel,¼,N/A,60,GSVCPI20-25,Gas Valve CPI,N,Operational voltage of 250Vac 3A,With IP65 enclosure,Stainless steel construction,"1/4"" BSP connection",,,,,,,,,,,
26,P350155,"Belimo 2-way valve RP 1.1/2"" KV=16",Belimo,127.4,"This Belimo two way characterised control valve with 1 1/2"" internal thread is suitable for open and closed cold and warm water systems. It can be used for modulating control of air-handling and heating systems on the water side.","Heating/Burner Parts/Valves/Valves.csv -> Belimo 2-way valve RP 1.1/2"" KV=16",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/55/NW-350154_350155_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_R2-S_R3-S_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Belimo_Characterised_Ctrl_ValveGuide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_R20-R30_DN15-32_EUDeclaration.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Belimo_R2015-20-25-32-40-50_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Belimo_AHU_Brochure.pdf,
27,P469738,"Goldseal Goldseal 20mm  3/4"" 230V AC Water Solenoid Valve.  WRAS Approved",Goldseal,73.8,"WRAS approved, this high quality, normally closed Goldseal 20mm 3/4"" 230V AC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Goldseal 20mm  3/4"" 230V AC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,3/4 20mm,N,Brass,3/4 20mm,0.5-16 Bar,120,GSW20-230VAC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
28,P469744,"Goldseal Goldseal 32mm 1¼"" 230V AC Water Solenoid Valve.  WRAS Approved",Goldseal,209.4,"WRAS approved, this high quality, normally closed Goldseal 32mm 1 1/4"" 230V AC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Goldseal 32mm 1¼"" 230V AC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,1¼ 32mm,N,Brass,1¼ 32mm,0.5-16 Bar,120,GSW35-230VAC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
29,P305430,Siemens 2 Port Valve 2 port valve plus actuator 15mm kv3.0,Siemens,921.4,"Offering modulating control of high temperature hot water and steam, the Siemens 15mm two-port valve with magnetic actuator offers a PN16 pressure rating. This valve includes positioning control, a position feedback signal, manual control and a spring-return function.",Heating/Burner Parts/Valves/Valves.csv -> Siemens 2 Port Valve 2 port valve plus actuator 15mm kv3.0,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/30/305430_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating Controls_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_CE1N4361_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_MVF461H_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
30,P469734,"Goldseal GSVCPI65-80 cpi switch, Closed position indicator switch for 65mm-80mm Goldseal Gas Solenoid valve",Goldseal,67.0,"This Goldseal closed position indicator switch, or CPI switch, is designed for use with the 65 - 80mm Goldseal gas solenoid valve.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal GSVCPI65-80 cpi switch, Closed position indicator switch for 65mm-80mm Goldseal Gas Solenoid valve",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/34/469730_469734_wm.jpg,,,,BSP,¼ BSP,N,Stainless Steel,¼,N/A,60,GSVCPI65-80,Gas Valve CPI,N,Operational voltage of 250Vac 3A,With IP65 enclosure,Stainless steel construction,"1/4"" BSP connection",,,,,,,,,,,
31,P301433,"Watts Industries Black Teknigas gp solenoid valve 1"" 230v",Watts Industries,287.3,"Fitted with 1"" BSP connections, this Watts Industries Black Teknigas general purpose valve provides automatic on/off control for air, inert gas, water, light oils and other media compatible with the sealing material. This compact, well-designed servo-operated valve offers high levels of flow efficiency and robustness and an assisted lift mechanism for operation with zero pressure differential.","Heating/Burner Parts/Valves/Valves.csv -> Watts Industries Black Teknigas gp solenoid valve 1"" 230v",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/33/NW-301431_301433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Black_Teknigas_3000GPV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P469749,"Goldseal Goldseal 40mm  1¼"" 24V AC Water Solenoid Valve.  WRAS Approved",Goldseal,209.4,"WRAS approved, this high quality, normally closed Goldseal 40mm 1 1/2"" 24V AC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Goldseal 40mm  1¼"" 24V AC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,140mm,N,Brass,1½ 40mm,0.5-16 Bar,120,GSW40-24VAC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
33,P417695,"Goldseal GSV GSV 40 gas solenoid valve 40mm 1/2"" 230V BSP BS EN161",Goldseal,145.61,"Ideal for gas distribution applications, this Gold Seal GSV gas solenoid valve with 1 1/2"" BSPT female connection provides isolation and emergency shut-off. Compatible with  a variety of hydrocarbon gases, including natural gas, methane and liquid petroleum gas, this valve incorporates a blue neon light, giving a visual indication that power is at the gas solenoid valve and working correctly, providing an added level of safety.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal GSV GSV 40 gas solenoid valve 40mm 1/2"" 230V BSP BS EN161",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/95/417695_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Gold_Seal_GSV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Gold_Seal_GSV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P469740,"Goldseal Goldseal 20mm  3/4"" 24V AC Water Solenoid Valve.  WRAS Approved",Goldseal,73.8,"WRAS approved, this high quality, normally closed Goldseal 20mm 3/4"" 24V AC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Goldseal 20mm  3/4"" 24V AC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,3/4 20mm,N,Brass,3/4 20mm,0.5-16 Bar,120,GSW20-24VAC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
35,P417692,"Goldseal GSV GSV 20 gas solenoid valve 20mm 3/4"" 230V BSP BS EN161",Goldseal,72.22,"Ideal for gas distribution applications, this Gold Seal GSV gas solenoid valve with 3/4"" BSPT female connection provides isolation and emergency shut-off. Compatible with  a variety of hydrocarbon gases, including natural gas, methane and liquid petroleum gas, this valve incorporates a blue neon light, giving a visual indication that power is at the gas solenoid valve and working correctly, providing an added level of safety.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal GSV GSV 20 gas solenoid valve 20mm 3/4"" 230V BSP BS EN161",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/96/NW-417692_417696_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Gold_Seal_GSV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Gold_Seal_GSV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P423283,Asco 210 solenoid valve 1/2'' 230V,Asco,189.47,"Requiring no minimum operating pressure, this Asco 210 solenoid valve is a two way shut-off valve for control of air, inert gases, water, oil and other gases/liquids compatible with the sealing material used. It has 1/2"" RP threaded connections.",Heating/Burner Parts/Valves/Valves.csv -> Asco 210 solenoid valve 1/2'' 230V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/83/NW-423283_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Asco_210_Solenoid_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P423293,Asco 262 magnetic latch valve 15mm,Asco,155.57,"Designed for high operating pressures, this Asco 262 solenoid valve for high pressure fluids does not require a minimum operating pressure. It has a large selection of seal options to provide broad chemical compatibility and 15mm connections.",Heating/Burner Parts/Valves/Valves.csv -> Asco 262 magnetic latch valve 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/93/NW-423293_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Asco_262_Solenoid_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P364442,Fantini Banico ZEV ZEVF80 gas solenoid valve automatic-reset 80mm 230v,Fantini Banico,384.81,"Suitable for use in natural gas, LPG and propane applications, this 230V Fantini Banico gas solenoid valve with 80mm BSP connection and automatic reset provides a safely controlled shut-off for gas feed pipes. With 1/4"" inlet and outlet plugs, this valve is compatible with CPI switch and pressure gauges and can be used for connection to proving and interlock systems.",Heating/Burner Parts/Valves/Valves.csv -> Fantini Banico ZEV ZEVF80 gas solenoid valve automatic-reset 80mm 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/43/NW-364441_364443_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Banico_ZEV_F_Solenoid_Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Banico_ZEV_Solenoid_Valve_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Banico_ZEV_Solenoid_Valve_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
39,P364441,Fantini Banico ZEV ZEVF65 gas solenoid valve automatic-reset 65mm 230v,Fantini Banico,322.92,"Suitable for use in natural gas, LPG and propane applications, this 230V Fantini Banico gas solenoid valve with 65mm BSP connection and automatic reset provides a safely controlled shut-off for gas feed pipes. With 1/4"" inlet and outlet plugs, this valve is compatible with CPI switch and pressure gauges and can be used for connection to proving and interlock systems.",Heating/Burner Parts/Valves/Valves.csv -> Fantini Banico ZEV ZEVF65 gas solenoid valve automatic-reset 65mm 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/43/NW-364441_364443_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Banico_ZEV_F_Solenoid_Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Banico_ZEV_Solenoid_Valve_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Banico_ZEV_Solenoid_Valve_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
40,P423280,Asco 210 solenoid valve 3/4'' 230v,Asco,273.97,"Requiring no minimum operating pressure, this Asco 210 solenoid valve is a two way shut-off valve for control of air, inert gases, water, oil and other gases/liquids compatible with the sealing material used. It has 3/4"" RP threaded connections.",Heating/Burner Parts/Valves/Valves.csv -> Asco 210 solenoid valve 3/4'' 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/80/NW-423280_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Asco_210_Solenoid_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P365472,"Fantini Banico ZEV ZEVF150 gas solenoid valve automatic-reset 6 "" 230v",Fantini Banico,1820.93,"Suitable for use in natural gas, LPG and propane applications, this 230V Fantini Banico gas solenoid valve with 150mm BSP connection and automatic reset provides a safely controlled shut-off for gas feed pipes. With 1/4"" inlet and outlet plugs, this valve is compatible with CPI switch and pressure gauges and can be used for connection to proving and interlock systems.","Heating/Burner Parts/Valves/Valves.csv -> Fantini Banico ZEV ZEVF150 gas solenoid valve automatic-reset 6 "" 230v",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/72/NW-365471_365472_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Banico_ZEV_F_Solenoid_Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Banico_ZEV_Solenoid_Valve_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Banico_ZEV_Solenoid_Valve_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
42,P469733,"Goldseal GSVCPI50 cpi switch, Closed position indicator switch for 50mm Goldseal Gas Solenoid valve",Goldseal,67.0,"This Goldseal closed position indicator switch, or CPI switch, is designed for use with the 50mm Goldseal gas solenoid valve.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal GSVCPI50 cpi switch, Closed position indicator switch for 50mm Goldseal Gas Solenoid valve",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/34/469730_469734_wm.jpg,,,,BSP,¼ BSP,N,Stainless Steel,¼,N/A,60,GSVCPI50,Gas Valve CPI,N,Operational voltage of 250Vac 3A,With IP65 enclosure,Stainless steel construction,"1/4"" BSP connection",,,,,,,,,,,
43,PK98328,"Sirai L182D01-1/2-230/50 solenoid valve 1/2"" 230/50",Sirai,93.87,"Made of brass with EPDM seals, this Sirai solenoid valve is a two-way normally closed (2/2 NC) pilot-operated electric valve with 1/2"" BSP connections. It is intended for use in mains/potable water under pressure and in temperature up to 140°C","Heating/Burner Parts/Valves/Valves.csv -> Sirai L182D01-1/2-230/50 solenoid valve 1/2"" 230/50",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/28/NW-K98328_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sirai_L182_Solenoid_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P469739,"Goldseal Goldseal 20mm  3/4"" 24V DC Water Solenoid Valve.  WRAS Approved",Goldseal,73.8,"WRAS approved, this high quality, normally closed Goldseal 20mm 3/4"" 24V DC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Goldseal 20mm  3/4"" 24V DC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,3/4 20mm,N,Brass,3/4 20mm,0.5-16 Bar,120,GSW20-24VDC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
45,P302621,Schneider Electric MBF 3 port low pressure hot water valve 65 mm cv=63,Schneider Electric,781.21,"Supplied with 65mm connections, this Schneider Electric MBF three port rotary-shoe type valve is used as a mixing or diverting valve in hot or chilled water in heating, ventilating and air conditioning applications. This valve is driven by the MD20 damper actuator using appropriate linkage.",Heating/Burner Parts/Valves/Valves.csv -> Schneider Electric MBF 3 port low pressure hot water valve 65 mm cv=63,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/33/NW-302621_302633_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/SE_Valves_Actuators_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/SE_MB_MBF_RotaryShoeValv_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P309324,Siemens VXG VXG44.20-6.3 44.20 20mm 3port valve cv=6.3,Siemens,96.4,"Suitable for closed circuits only, the Siemens VXG valve is designed for use in small and medium-sized heating, ventilation and air conditioning systems. A control valve for mixing and diverting functions, this valve with 1 1/4"" BSPP male connections can also be used for shut-off.",Heating/Burner Parts/Valves/Valves.csv -> Siemens VXG VXG44.20-6.3 44.20 20mm 3port valve cv=6.3,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/25/NW-309323_309325_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_VXG_VVG_VVI_VXI_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_VXG44_VVG44_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_VXG44_VVG44_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
47,P364430,"Fantini Banico gas solenoid valve automatic-reset 1/2"" 230v",Fantini Banico,42.99,"Used for safe, controlled gas feed pipe shut-off, this Fantini Banico gas solenoid valve with 1/2"" BSP connection is suitable for natural gas, propane and LPG. The 1/4"" inlet and outlet plugs are suitable for CPI switch and pressure gauges and for connection to proving and interlock systems.","Heating/Burner Parts/Valves/Valves.csv -> Fantini Banico gas solenoid valve automatic-reset 1/2"" 230v",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/30/NW-364430_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Banico_ZEV_F_Solenoid_Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Banico_ZEV_Solenoid_Valve_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Banico_ZEV_Solenoid_Valve_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
48,P469741,"Goldseal Goldseal 25mm  1"" 230V AC Water Solenoid Valve.  WRAS Approved",Goldseal,108.58,"WRAS approved, this high quality, normally closed Goldseal 25mm 1"" 230V AC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Goldseal 25mm  1"" 230V AC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,125 mm,N,Brass,125mm,0.5-16 Bar,120,GSW25-230VAC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
49,P449605,Asco L182 solenoid valve1/2'' 230v,Asco,60.8,"Suitable for use in a broad range of industrial applications, this Asco series L182 general purpose solenoid valve is designed to control water, air, inert gases, steam and non-aggressive fluids. It is supplied with G 1/2"" connections.",Heating/Burner Parts/Valves/Valves.csv -> Asco L182 solenoid valve1/2'' 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/07/NW-449605_449607_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Asco_L182_Solenoid_Valve_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Asco_Solenoid_Valve_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
