,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Connection,Connection Size,Hazardous,Material,Thread Size,Working Pressure,Maximum Operating Temperature,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Range,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 4,Attachment 5,Attachment 6
50,P305748,Siemens flanged 3 port valve actuator 65mm kv=50,Siemens,1338.86,"Designed for modulating control of high temperature hot water of steam, this Siemens two port PN16 valve with magnetic actuator has 32mm connection, positioning control, a position feedback signal, spring-return function and manual control.",Heating/Burner Parts/Valves/Valves.csv -> Siemens flanged 3 port valve actuator 65mm kv=50,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/48/NW-305748_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_MXG461_MXF461_EU_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/rn/Siemens_MXG461_MXF461_Envirn_Declarn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_MXG461-MXF461_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/rn/Siemens_MXG461_MXF461_Supplr_Declarn.pdf,,
51,P302643,"Schneider Electric MBX 3 port low pressure hot water valve 1.1/4 "" cv=12",Schneider Electric,276.58,"This Schneider Electric MBX three port low pressure hot water valve meets the needs of a wide variety of operating conditions and applications. It includes 1 1/4"" female BSP connections.","Heating/Burner Parts/Valves/Valves.csv -> Schneider Electric MBX 3 port low pressure hot water valve 1.1/4 "" cv=12",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/45/NW-302643_302645_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/SE_MBX_Valve_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/SE_Satchwell_Prod_Sel_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P302644,"Schneider Electric MBX 3 port low pressure hot water valve 1.1/2 "" cv=20",Schneider Electric,335.62,"This Schneider Electric MBX three port low pressure hot water valve meets the needs of a wide variety of operating conditions and applications. It includes 1 1/2"" female BSP connections.","Heating/Burner Parts/Valves/Valves.csv -> Schneider Electric MBX 3 port low pressure hot water valve 1.1/2 "" cv=20",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/45/NW-302643_302645_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/SE_MBX_Valve_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/SE_Satchwell_Prod_Sel_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P469750,"Goldseal Goldseal 50mm  2"" 230V AC Water Solenoid Valve.  WRAS Approved",Goldseal,314.11,"WRAS approved, this high quality, normally closed Goldseal 50mm 2"" 230V AC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Goldseal 50mm  2"" 230V AC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,250mm,N,Brass,250mm,0.5-16 Bar,120,GSW50-230VAC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
54,P417694,"Goldseal GSV GSV 32 gas solenoid valve 32mm 1/4"" 230V BSP BS EN161",Goldseal,133.68,"Ideal for gas distribution applications, this Gold Seal GSV gas solenoid valve with 1 1/4"" BSPT female connection provides isolation and emergency shut-off. Compatible with  a variety of hydrocarbon gases, including natural gas, methane and liquid petroleum gas, this valve incorporates a blue neon light, giving a visual indication that power is at the gas solenoid valve and working correctly, providing an added level of safety.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal GSV GSV 32 gas solenoid valve 32mm 1/4"" 230V BSP BS EN161",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/94/417694_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Gold_Seal_GSV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Gold_Seal_GSV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
55,P891340,"Flamco Meibes BSP M PM valve 3/4""",Flamco,350.02,"This Flamco Meibes PM (proportional quantity) hydraulic valve with G 3/4"" connection requires no external energy for the regulation of hot water priority mode in residential units during hot water tapping. Opening  domestic water and heating water media flows via the plate heat exchanger when hot water is drawn off, this valve closes after shut-off to prevent continued heating of the heat exchanger.","Heating/Burner Parts/Valves/Valves.csv -> Flamco Meibes BSP M PM valve 3/4""",,PM valve;5x seals,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/40/NW-891340_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_PM_Valves_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P469736,"Goldseal Goldseal 15mm  ½"" 24V DC Water Solenoid Valve.  WRAS Approved",Goldseal,65.94,"WRAS approved, this high quality, normally closed Goldseal 15mm 1/2"" 24V DC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Goldseal 15mm  ½"" 24V DC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,15mm,N,Brass,15mm,0.5-16 Bar,120,GSW13-24VDC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
57,P350189,"Belimo 3-way valve RP 2"" KV=40",Belimo,359.1,"This Belimo three way characterised control valve with 2"" Rp internal thread is suitable for closed cold and warm water systems. It is used for modulating control of air-handling and heating systems on the water side.","Heating/Burner Parts/Valves/Valves.csv -> Belimo 3-way valve RP 2"" KV=40",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/89/NW-350189_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Belimo_R3015-20-25-40-58-S1-S4_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_R2-S_R3-S_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Belimo_Characterised_Ctrl_ValveGuide.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Belimo_AHU_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_R20-R30_DN15-32_EUDeclaration.pdf,
58,P417691,"Goldseal Gold Seal Valves gas solenoid valve 15mm 1/2"" 230V BSP BS EN161",Goldseal,53.93,"Compatible with hydrocarbon gases such as natural gas, LPG and methane, the Goldseal GSV 15mm 230V EN 161 solenoid valve supplies isolation and emergency shut-off in gas distribution. Fitted with 1/2"" connections, this valve is normally closed but is capable of fast opening when energised.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Gold Seal Valves gas solenoid valve 15mm 1/2"" 230V BSP BS EN161",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/91/NW-417691_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Goldseal_GSV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Goldseal_GSV_Gas_Valve_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P302622,SWL MBF 4782 80MM 3PORT LPHW VALVE CV=80,Schneider Electric,927.57,"Supplied with 80mm connections, this Schneider Electric MBF three port rotary-shoe type valve is used as a mixing or diverting valve in hot or chilled water in heating, ventilating and air conditioning applications. This valve is driven by the MD20 damper actuator using appropriate linkage.",Heating/Burner Parts/Valves/Valves.csv -> SWL MBF 4782 80MM 3PORT LPHW VALVE CV=80,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/33/NW-302621_302633_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/SE_Valves_Actuators_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/SE_MB_MBF_RotaryShoeValv_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P469751,"Goldseal Goldseal 50mm  2"" 24V DC Water Solenoid Valve.  WRAS Approved",Goldseal,314.11,"WRAS approved, this high quality, normally closed Goldseal 50mm 2"" 24V DC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Goldseal 50mm  2"" 24V DC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,250mm,N,Brass,250mm,0.5-16 Bar,120,GSW50-24VDC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
61,P309325,Siemens VXG VXG44.25-10 44.25 25mm 3port valve cv=10.0,Siemens,105.61,"Suitable for closed circuits only, the Siemens VXG valve is designed for use in small and medium-sized heating, ventilation and air conditioning systems. A control valve for mixing and diverting functions, this valve with 1 1/2"" BSPP male connections can also be used for shut-off.",Heating/Burner Parts/Valves/Valves.csv -> Siemens VXG VXG44.25-10 44.25 25mm 3port valve cv=10.0,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/25/NW-309323_309325_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_VXG_VVG_VVI_VXI_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_VXG44_VVG44_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_VXG44_VVG44_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
62,P469743,"Goldseal Goldseal 25mm  1"" 24V AC Water Solenoid Valve.  WRAS Approved",Goldseal,108.58,"WRAS approved, this high quality, normally closed Goldseal 25mm 1"" 24V AC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Goldseal 25mm  1"" 24V AC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,125 mm,N,Brass,125mm,0.5-16 Bar,120,GSW25-24VAC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
63,P423277,Asco 210 solenoid valve 1/2'' 230v,Asco,212.02,"Requiring no minimum operating pressure, this Asco 210 solenoid valve is a two way shut-off valve for control of air, inert gases, water, oil and other gases/liquids compatible with the sealing material used. It has 1/2"" RP threaded connections.",Heating/Burner Parts/Valves/Valves.csv -> Asco 210 solenoid valve 1/2'' 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/77/NW-423277_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Asco_210_Solenoid_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P417697,"Goldseal Gold Seal Valves gas solenoid valve 65mm 2 1/2"" 230V PN8 IP54 EN161",Goldseal,456.97,"Compatible with hydrocarbon gases such as natural gas, LPG and methane, the Goldseal GSV 65mm 230V PN8 EN 161 solenoid valve supplies isolation and emergency shut-off in gas distribution. Fitted with 2 1/2"" connections, this valve is normally closed but is capable of fast opening when energised.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Gold Seal Valves gas solenoid valve 65mm 2 1/2"" 230V PN8 IP54 EN161",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/97/417697_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Goldseal_GSV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Goldseal_GSV_Gas_Valve_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PK98338,"Sirai solenoid valve 1"" 230/50",Sirai,185.51,"Made of brass with EPDM seals, this Sirai solenoid valve is a two way normally closed (2/2 NC) pilot-operated electric valve with 1"" BSP connections. It is suitable for use in mains/potable water under pressure.","Heating/Burner Parts/Valves/Valves.csv -> Sirai solenoid valve 1"" 230/50",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/38/NW-K98338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sirai_L182_Solenoid_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,P469737,"Goldseal Goldseal 15mm  ½"" 24V ACC Water Solenoid Valve.  WRAS Approved",Goldseal,65.94,"WRAS approved, this high quality, normally closed Goldseal 15mm 1/2"" 24V ACC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Goldseal 15mm  ½"" 24V ACC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,15mm,N,Brass,15mm,0.5-16 Bar,120,GSW13-24VAC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
67,P469747,"Goldseal Goldseal 40mm  1½"" 230V AC Water Solenoid Valve.  WRAS Approved",Goldseal,209.4,"WRAS approved, this high quality, normally closed Goldseal 40mm 1 1/2"" 230V AC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Goldseal 40mm  1½"" 230V AC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,140mm,N,Brass,1½ 40mm,0.5-16 Bar,120,GSW40-230VAC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
68,P417698,"Goldseal Gold Seal Valves gas solenoid valve 80mm 3"" 230V PN16 IP54 EN161",Goldseal,501.44,"Compatible with hydrocarbon gases such as natural gas, LPG and methane, the Goldseal GSV 80mm 230V PN16 IP54 EN 161 solenoid valve supplies isolation and emergency shut-off in gas distribution. Fitted with 3"" connections, this valve is normally closed but is capable of fast opening when energised.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal Gold Seal Valves gas solenoid valve 80mm 3"" 230V PN16 IP54 EN161",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/98/417698_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Goldseal_GSV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Goldseal_GSV_Gas_Valve_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P449607,"Asco L182 solenoid valve 1"" 230v",Asco,120.15,"Suitable for use in a broad range of industrial applications, this Asco series L182 general purpose solenoid valve is designed to control water, air, inert gases, steam and non-aggressive fluids. It is supplied with G 1"" connections.","Heating/Burner Parts/Valves/Valves.csv -> Asco L182 solenoid valve 1"" 230v",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/07/NW-449605_449607_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Asco_L182_Solenoid_Valve_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Asco_Solenoid_Valve_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P309327,Siemens VXG VXG44.40-25 44.40 40mm 3port valve cv=25.0,Siemens,174.36,"Suitable for closed circuits only, the Siemens VXG valve is designed for use in small and medium-sized heating, ventilation and air conditioning systems. A control valve for mixing and diverting functions, this valve with 2"" BSPP male connections can also be used for shut-off.",Heating/Burner Parts/Valves/Valves.csv -> Siemens VXG VXG44.40-25 44.40 40mm 3port valve cv=25.0,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/27/NW-309326_309327_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_VXG_VVG_VVI_VXI_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_VXG44_VVG44_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_VXG44_VVG44_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
71,P417699,"Goldseal GSV GSV 100 gas solenoid valve 100mm 4"" 230V PN16 IP54 EN161",Goldseal,922.49,"Ideal for gas distribution applications, this Gold Seal GSV gas solenoid valve with 4"" flanged connection provides isolation and emergency shut-off. Compatible with  a variety of hydrocarbon gases, including natural gas, methane and liquid petroleum gas, this valve incorporates a blue neon light, giving a visual indication that power is at the gas solenoid valve and working correctly, providing an added level of safety.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal GSV GSV 100 gas solenoid valve 100mm 4"" 230V PN16 IP54 EN161",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/99/417699_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Gold_Seal_GSV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Gold_Seal_GSV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P417693,"Goldseal GSV GSV 25 gas solenoid valve 25mm 1"" 230V BSP BS EN161",Goldseal,84.28,"Ideal for gas distribution applications, this Gold Seal GSV gas solenoid valve with 1"" BSPT female connection provides isolation and emergency shut-off. Compatible with  a variety of hydrocarbon gases, including natural gas, methane and liquid petroleum gas, this valve incorporates a blue neon light, giving a visual indication that power is at the gas solenoid valve and working correctly, providing an added level of safety.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal GSV GSV 25 gas solenoid valve 25mm 1"" 230V BSP BS EN161",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/96/NW-417692_417696_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Gold_Seal_GSV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Gold_Seal_GSV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P469745,"Goldseal water solenoid valve DC WRAS 32mm 1¼"" 24V",Goldseal,209.4,"WRAS approved, this high quality, normally closed Goldseal 32mm 1 1/4"" 24V DC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Valves/Valves.csv -> Goldseal water solenoid valve DC WRAS 32mm 1¼"" 24V",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,BSP,1¼ 32mm,N,Brass,1¼ 32mm,0.5-16 Bar,120,GSW35-24VDC,Water Solenoid Valve,N,Normally closed,Brass body,Two-way inlet and outlet ports,WRAS Approved,IP65,,,,,,,,,,
74,P305435,Siemens 2 Port Valve 2 port valve plus actuator 32mm kv12.0,Siemens,1593.31,"Designed for modulating control of high temperature hot water of steam, this Siemens two port PN16 valve with magnetic actuator has 32mm connection, positioning control, a position feedback signal, spring-return function and manual control.",Heating/Burner Parts/Valves/Valves.csv -> Siemens 2 Port Valve 2 port valve plus actuator 32mm kv12.0,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/36/NW-305435_305436_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_MVF461H_EU_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/rn/Siemens_MVF461H_Supplr_Declarn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/rn/Siemens_MVF461H_Envirn_Declarn.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Siemens_MVF461H_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Siemens_MXG461B_MVF461H_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_ASE12_Installation.pdf
75,PK98333,"Sirai L182D01-3/4-230/50 solenoid valve 3/4"" 230/50",Sirai,119.97,"Made of brass with EPDM seals, this Sirai solenoid valve is a two-way normally closed (2/2 NC) pilot-operated electric valve with 3/4"" BSP connections. It is intended for use in mains/potable water under pressure and in temperature up to 140°C","Heating/Burner Parts/Valves/Valves.csv -> Sirai L182D01-3/4-230/50 solenoid valve 3/4"" 230/50",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/33/NW-K98333_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sirai_L182_Solenoid_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P309351,Siemens VXG VXG41.50 41 50 50mm 3port valve kv=40.0,Siemens,358.64,"Suitable for use in both closed and open circuits, this Siemens VXG control valve with 2 3/4"" BSPP male connection is a control valve for mixing and diverting functions in heating, ventilation and air conditioning systems.",Heating/Burner Parts/Valves/Valves.csv -> Siemens VXG VXG41.50 41 50 50mm 3port valve kv=40.0,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/51/NW-309351_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_VXG41_VVG41_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_VXG_VVG_VVI_VXI_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_VXG41_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
